l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z,label,session_id
0.0,0.0,0.0,-0.33206099667437267,0.23005525540712984,-0.03907812515878224,-0.5903388749145917,0.6505190396591374,-0.11676612271153772,-0.6457046825036643,1.1346174828020328,-0.1786592925355569,-0.584175615985116,1.4741585481192592,-0.2557136393542875,-0.4905351239930642,0.8553717360939468,-0.3622855266971046,-0.6154040530733077,1.738432465557501,-0.46676101692593963,-0.6891563582576015,2.164723912256815,-0.5164896744238056,-0.7548936865247947,2.538565361702608,-0.5487074238780506,-0.2159379153112648,0.8991914657651822,-0.3805594889450115,-0.19164136331802495,1.818518903147766,-0.4846981343287878,-0.17206654604342644,2.3130469615149605,-0.5032528868832238,-0.15437292029979688,2.7002905913602664,-0.5240973196643991,0.013010011764933438,0.9203769756460906,-0.373087915259382,-0.07603443433794485,1.5629389502470539,-0.45509969379988147,-0.1368213034468257,1.359239741122215,-0.40490716292097334,-0.15157561309512937,1.1220143764433512,-0.3603643266579185,0.18605600506279807,0.9348991506926834,-0.3623002939166521,0.04657818538694907,1.4205963508747494,-0.42196397135154107,-0.023995605193225324,1.2645934949114177,-0.366593931507794,-0.05723299309737798,1.073695668709576,-0.312620687945984,A,A_01
0.0,0.0,0.0,-0.3091159897712554,0.12184097332569592,-0.06960489407710001,-0.551398942395395,0.35991098165751945,-0.13418798379933708,-0.6074375488529448,0.6884617864576792,-0.17622565821303635,-0.5217933021841187,0.9605760088316792,-0.2147210710017599,-0.4240532218224641,0.8885066849608299,-0.28053756811857744,-0.5701242627271913,1.6244399152072226,-0.3717928442266554,-0.6434042151796875,2.013823329304624,-0.41748404709783316,-0.7002194598677307,2.3366996534584326,-0.43906103622783016,-0.17913247129961224,0.947417353218683,-0.2651639427716349,-0.1994390161621293,1.7253912969473335,-0.3422165438080977,-0.203444906157331,2.1621403270815898,-0.36429194018168376,-0.18570572096899338,2.4880959377478757,-0.3816594785280814,0.021777226824737303,0.9452109326402142,-0.2324565780650665,-0.05946008640920871,1.49398446063121,-0.2860795226537713,-0.11249279843984286,1.3152924554550067,-0.23548410100326508,-0.11230420577415838,1.0871841730277283,-0.18515679904614163,0.17689264936951013,0.8983898495230132,-0.2031818696977996,0.06538144167154313,1.278340335645043,-0.22761744363715614,0.026007383038048112,1.1264917697880756,-0.16507071446540814,0.030785366862160463,0.9300311544232862,-0.10292207487230978,A,A_01
0.0,0.0,0.0,-0.3056571313074621,0.07021875596156688,-0.0936632616101527,-0.5564227801616201,0.2895006915971941,-0.1707447276544384,-0.6368572601368289,0.6283002718461754,-0.2224641495576249,-0.5439844228765898,0.9064698319872553,-0.26891327273555504,-0.4251348473419828,0.8814662447900794,-0.2961839735257057,-0.5459204692055298,1.6082257250623486,-0.38478963838050373,-0.6070609759057295,1.9878134145039559,-0.4250410740557525,-0.6500452145511822,2.3000212526539427,-0.4422014323195426,-0.18501025117238623,0.9433503564519272,-0.27542932295446043,-0.20884778558683822,1.7030298840577842,-0.3595610280020387,-0.21851269111037044,2.1304495910277788,-0.38337113672597894,-0.20900289054242144,2.433156155925354,-0.3990427005990588,0.01934317819033904,0.9340456723928475,-0.2390335158802353,-0.0794135067906121,1.4552779498420865,-0.30159867484937597,-0.11948105782033941,1.2775726120012978,-0.25234838613445154,-0.10986132402235595,1.0510163576594127,-0.20034341439476047,0.1802107553328317,0.8831675594737572,-0.20788797122060376,0.054322226524194835,1.2498696685006028,-0.2354745427918636,0.018813793223066207,1.097637726849496,-0.17387785351891877,0.028285797041066256,0.9003965395808237,-0.11189427331409364,A,A_01
0.0,0.0,0.0,-0.3123441821505458,0.06888994650539662,-0.08673258960014305,-0.5769766691691014,0.2970821657837561,-0.15333408375868773,-0.6685205742732846,0.6474637833627905,-0.1968699641481642,-0.5774182075833079,0.9095319644073623,-0.23574490715512414,-0.4472742709320395,0.8600810429026027,-0.26856369972169786,-0.5857718796294122,1.603584667216083,-0.3517437775113238,-0.6508064489494125,1.9885866018473068,-0.3883775131845104,-0.6973248281170241,2.3095112666288933,-0.4027223620908286,-0.2125593773864773,0.9452503162649615,-0.24762946247581935,-0.25861619528763535,1.7153197776295976,-0.3264797423093506,-0.27909186318751106,2.156283052666322,-0.3499910874965262,-0.27282332954782335,2.4741653946449924,-0.36371534305704945,-0.011079771872153504,0.9558470080581891,-0.21244716782704962,-0.11091417347138569,1.4815753019748363,-0.27703359636992586,-0.15542428357339108,1.292519761205942,-0.23662307896010581,-0.14510330875708258,1.0632888276988008,-0.18775510726354744,0.1425169086013088,0.920219334405019,-0.1819801973455278,0.0011765151803092666,1.2820328498784825,-0.21385306836999082,-0.032532762094639414,1.1149902487518106,-0.15904071172295972,-0.018471886714945627,0.9120362018246051,-0.1008833520514545,A,A_01
0.0,0.0,0.0,-0.3131665768172502,0.12091150313010995,-0.05906166234127976,-0.5743510447524424,0.39032026313574986,-0.11430485707077474,-0.6363682620951845,0.7547131623403003,-0.14948964227212724,-0.5310428580080012,1.0250599974262158,-0.18355237804908558,-0.45630941106302775,0.8749504186941978,-0.2596349560182239,-0.5765470074018532,1.6371539023097295,-0.3431098121090057,-0.6354939341888933,2.0231734694356485,-0.38450575362638206,-0.6798088163048943,2.348143076338747,-0.40406840138244876,-0.21997432818092197,0.9420886023495232,-0.2531409889063284,-0.24288772572614417,1.7294527838838032,-0.32560146661571804,-0.24310984921238277,2.175663735961245,-0.3476547589574669,-0.22043693433950665,2.51034829885124,-0.3645830901637295,-0.016980887209702956,0.9570700381981508,-0.23012640334693513,-0.08475484268023165,1.51311380120878,-0.28705882027380114,-0.12243854543384561,1.3226100465494905,-0.24156747697890074,-0.11693124291484025,1.0913347326929432,-0.19376672939697487,0.14652534429361594,0.9351210645651177,-0.20965555668613364,0.03755405516776857,1.3223450849623346,-0.2352864395941514,0.008758691712977367,1.1566112722113087,-0.17408473276517095,0.018034840486243202,0.9577194094104708,-0.11397090687532904,A,A_01
0.0,0.0,0.0,-0.3163801676084201,0.1233832068641107,-0.049551067993980805,-0.5851817767086058,0.39852202839460565,-0.10436029113927206,-0.6497941693387699,0.7699274437557433,-0.14147631503862895,-0.5456426827482342,1.034885190723127,-0.17871150726425072,-0.4730468131110328,0.8668334499340823,-0.2677592147645889,-0.6074179500363995,1.6460443783071863,-0.36221207200849803,-0.6823284715933804,2.046712230212381,-0.4106188132275937,-0.7401813787533593,2.375570346816502,-0.4333294376745482,-0.23293818377368258,0.9346029626756647,-0.2688068166882834,-0.2584900893388622,1.753035068127834,-0.3496346152598248,-0.266058912229105,2.20714204652607,-0.3741535795563302,-0.2525969677736166,2.549037525781233,-0.3920796068868278,-0.025282588178074456,0.9473678911074321,-0.2518242371398105,-0.08231530672451622,1.525273596273287,-0.3148782136851398,-0.12044640061179668,1.3197831600915428,-0.265169935299193,-0.11826138582262981,1.078478013515725,-0.2128085833968221,0.1423572690116597,0.9171237678681577,-0.23653795021034454,0.039428388699234033,1.325318423148419,-0.26507112017559165,0.010012188434806696,1.147315445309219,-0.1990456626200607,0.01669790887697642,0.9385359431208736,-0.13425006952125712,A,A_01
0.0,0.0,0.0,-0.32667612028301757,0.11254086069523271,-0.04870710322286447,-0.6158113051021596,0.3505155759540193,-0.11806590694043129,-0.7154306717429658,0.714025581922606,-0.16911123421665278,-0.6468290689376425,1.0358526253799925,-0.22325737407980642,-0.5335861230126508,0.8254181609260418,-0.3259160250831864,-0.7208097907394354,1.6349136662646695,-0.432043976160357,-0.8225027451142618,2.0441275513235135,-0.4750149938567163,-0.9017173268994706,2.374219771332925,-0.4900589243512407,-0.2868489182769801,0.89672525881753,-0.33704822842133486,-0.347644779788443,1.8170552298377092,-0.44463934227872537,-0.3728005763131795,2.328103896003956,-0.4729475351949768,-0.38017237928956354,2.7012803070293905,-0.48899914646317777,-0.06767549998370341,0.9313846722393377,-0.3250648501701985,-0.1285029875081349,1.5792739481001028,-0.4169014595381969,-0.1578864955106809,1.369216666754309,-0.3661577362475703,-0.15706189012603,1.1129840580784232,-0.3056285200256811,0.11629669489814799,0.9335625767835762,-0.3119240885549284,0.007422796857759798,1.4161008825843915,-0.35749524258494647,-0.011603314479007613,1.2200868993925684,-0.2837819322067623,-0.004155020680559932,0.986487973997894,-0.20908858317088766,A,A_01
0.0,0.0,0.0,-0.3291442702575434,0.09767023443519667,-0.036239981166813214,-0.6033934987014224,0.3097329633074978,-0.09280933884213412,-0.7113603045100815,0.6477535565207699,-0.1328147913664012,-0.6888772533430259,0.9897202981125113,-0.1740844416637795,-0.5514098712200015,0.8225976439956257,-0.2983256647070322,-0.7690006740832284,1.5515071506138052,-0.39566470585849367,-0.8747782236960726,1.9640696268676447,-0.4343075457414982,-0.9602864748823309,2.292709880718912,-0.449763334384744,-0.32334361096596953,0.8968839055927185,-0.3017418915832528,-0.33884465697546534,1.7567352822860076,-0.4048062651514741,-0.33042531706027506,2.249005105469085,-0.4274327435874847,-0.31693409005699635,2.6008531407610254,-0.439802824983267,-0.1181683918302217,0.9253520750326,-0.28160380277397506,-0.1328345955978761,1.50867126780289,-0.35561738720837716,-0.15843887400214496,1.3012274236666455,-0.29670895400116576,-0.1676884018156922,1.0547171025282693,-0.23478326607846114,0.059130494384508736,0.913134790834103,-0.2604614781165667,-0.005756443028471644,1.323919920290501,-0.2925984031873808,-0.01613023975895878,1.1341977339367253,-0.2192701402103823,-0.017736968122878328,0.915460982714539,-0.14486643299200935,A,A_01
0.0,0.0,0.0,-0.317975849885741,0.13500887630691819,-0.02749980141250875,-0.5579668183124173,0.4057978061952447,-0.06702862589164098,-0.620530316460954,0.7708231575734131,-0.09676318554382969,-0.5757489410272372,1.0754192018678215,-0.12989363543543467,-0.5302892419067531,0.8381390056457274,-0.22726634300800877,-0.6956976380835015,1.5292677186805521,-0.31346972794911415,-0.7899013866420879,1.9020925311853005,-0.3564581462499092,-0.871209297403566,2.200620539467537,-0.3780421308855905,-0.31761848970013223,0.9181424015783952,-0.23692409211488794,-0.3116839081976114,1.6827884532073567,-0.31002651751537247,-0.2928067618014439,2.13185290813362,-0.3334506668647972,-0.27310534461749586,2.4510568758471476,-0.3508150985862026,-0.11952551052386114,0.9431565334813695,-0.22953561021689195,-0.10844290029037101,1.4390531908829964,-0.28103971152886925,-0.13186710970033114,1.2426799850772665,-0.2381276151534292,-0.14411825771049414,1.0069727742772048,-0.19457248065576735,0.05560140100645379,0.923661244054902,-0.22290258474824604,0.020890976148009666,1.2364896658150277,-0.24676086666264999,0.004988868312168733,1.068568216716222,-0.19073103884207965,-0.0033629094979166873,0.8800405985282564,-0.13343591572231278,A,A_01
0.0,0.0,0.0,-0.3065455726063475,0.13973024326549202,-0.04170427539010484,-0.5504300743304804,0.3883718348066716,-0.08957364137090876,-0.6122510033896302,0.7403730376090167,-0.12337368921089588,-0.5462438724299493,1.0316487801556253,-0.15709090810802506,-0.4802583282058796,0.8630879427309331,-0.24546421831535675,-0.6419596902457924,1.5560527950905967,-0.32718762436280185,-0.7323275684005188,1.9270893206242288,-0.364027883924392,-0.8091866763136005,2.2248268087548646,-0.3816849051926706,-0.2615151778903484,0.9342359663822117,-0.24251385702857126,-0.24420191958379342,1.6879804779520768,-0.32405545866023644,-0.22284346950449066,2.1320084879351033,-0.352850219998899,-0.19819118532097457,2.444470450906998,-0.37257037031168183,-0.06623518437621946,0.9441041220572426,-0.22038265113891506,-0.07067114248661874,1.4067313098660335,-0.2717589223143938,-0.11314037547428625,1.21759715282661,-0.22545650599095646,-0.13219995426870623,0.9918567666146296,-0.17839935181793798,0.09649595779852589,0.9123130115609023,-0.1998813163239843,0.040264600570077,1.2154876877380585,-0.21572283219705232,0.010404806564635964,1.0499226481968822,-0.15508438621564127,0.0007727122887090779,0.857847936747873,-0.09497229100133263,A,A_01
